timestamp,filename,simulation,replica,pos_threshold,neg_threshold,load_time_ms,render_time_ms,avg_fps,memory_heap_mb,visible_points
2026-04-17T20:19:08.391Z,dccm_data_800.bin,asp294his_lig,Rep_3,0.75,0.75,16.90,21.40,60.0,312.42, 41780
2026-04-17T20:19:29.979Z,dccm_data_1600.bin,asp294his_lig,Rep_3,0.35,0.35,18.90,1564.70,57.5,299.74, 137612
2026-04-17T20:19:48.425Z,dccm_data_1600.bin,asp294his_lig,Rep_3,0.5,0.5,18.90,30.10,60.0,304.35, 78424
2026-04-17T20:20:08.443Z,dccm_data_1600.bin,asp294his_lig,Rep_3,0.75,0.75,18.90,17.50,60.0,284.84, 30432
2026-04-17T20:20:36.716Z,dccm_data_25.bin,asp294his_lig,Rep_4,0.35,0.35,1042.00,7227.90,29.1,1641.98, 4107134
2026-04-17T20:20:49.108Z,dccm_data_25.bin,asp294his_lig,Rep_4,0.5,0.5,1042.00,617.30,41.9,1391.36, 1640428
2026-04-17T20:21:09.493Z,dccm_data_25.bin,asp294his_lig,Rep_4,0.75,0.75,1042.00,337.00,58.2,1272.51, 535474
2026-04-17T20:21:34.082Z,dccm_data_50.bin,asp294his_lig,Rep_4,0.35,0.35,504.80,4070.50,38.9,851.26, 1846234
2026-04-17T20:21:49.799Z,dccm_data_50.bin,asp294his_lig,Rep_4,0.5,0.5,504.80,286.70,57.6,911.85, 803862
2026-04-17T20:22:09.973Z,dccm_data_50.bin,asp294his_lig,Rep_4,0.75,0.75,504.80,160.90,59.6,759.17, 280202
2026-04-17T20:22:32.858Z,dccm_data_100.bin,asp294his_lig,Rep_4,0.35,0.35,245.70,2632.40,52.2,633.70, 943932
2026-04-17T20:22:50.152Z,dccm_data_100.bin,asp294his_lig,Rep_4,0.5,0.5,245.70,151.50,59.4,567.66, 419748
2026-04-17T20:23:10.241Z,dccm_data_100.bin,asp294his_lig,Rep_4,0.75,0.75,245.70,83.90,59.8,507.93, 150802
2026-04-17T20:23:32.379Z,dccm_data_200.bin,asp294his_lig,Rep_4,0.35,0.35,118.40,2016.10,57.0,446.92, 495314
2026-04-17T20:23:50.327Z,dccm_data_200.bin,asp294his_lig,Rep_4,0.5,0.5,118.40,81.60,59.8,409.03, 224372
2026-04-17T20:24:10.372Z,dccm_data_200.bin,asp294his_lig,Rep_4,0.75,0.75,118.40,45.20,60.0,387.71, 81856
2026-04-17T20:24:32.205Z,dccm_data_400.bin,asp294his_lig,Rep_4,0.35,0.35,59.70,1770.70,57.0,360.89, 281188
2026-04-17T20:24:50.420Z,dccm_data_400.bin,asp294his_lig,Rep_4,0.5,0.5,59.70,44.80,59.9,348.83, 124546
2026-04-17T20:25:10.446Z,dccm_data_400.bin,asp294his_lig,Rep_4,0.75,0.75,59.70,25.40,60.0,336.82, 45296
2026-04-17T20:25:32.075Z,dccm_data_800.bin,asp294his_lig,Rep_4,0.35,0.35,25.60,1600.20,57.3,329.39, 135738
2026-04-17T20:25:50.471Z,dccm_data_800.bin,asp294his_lig,Rep_4,0.5,0.5,25.60,22.40,60.0,307.67, 62406
2026-04-17T20:26:10.485Z,dccm_data_800.bin,asp294his_lig,Rep_4,0.75,0.75,25.60,13.40,60.0,308.64, 23718
2026-04-17T20:26:32.022Z,dccm_data_1600.bin,asp294his_lig,Rep_4,0.35,0.35,18.50,1515.70,57.6,320.84, 70560
2026-04-17T20:26:50.504Z,dccm_data_1600.bin,asp294his_lig,Rep_4,0.5,0.5,18.50,15.70,60.0,284.10, 32542
2026-04-17T20:27:10.522Z,dccm_data_1600.bin,asp294his_lig,Rep_4,0.75,0.75,18.50,17.60,60.0,295.52, 13012
